Alpha,C_l,C_d,C_m
-12.2857142857143,-0.701967965632741,0.133116094196807,0.0260682382090529
-11.7142857142857,-0.705687653705998,0.12223822298145,0.0220884900116387
-11.1428571428571,-0.722284450025407,0.108246984144321,0.0164085039591087
-10.5714285714286,-0.759548812335248,0.0899984738011897,0.00772748283638203
-10,-0.813738470726602,0.0643585526836814,-0.00840138998144499
-9.42857142857143,-0.868361002913852,0.0469360526037471,-0.0215529103633585
-8.85714285714286,-0.910079862514871,0.0331878076908272,-0.01828011694986
-8.28571428571428,-0.888768097542239,0.0260802091639175,-0.0145985576991109
-7.71428571428571,-0.84932196735987,0.020649844561167,-0.0110590181409281
-7.14285714285714,-0.797415462532283,0.0175014633833373,-0.00835898488521548
-6.57142857142857,-0.742243962901468,0.015239996456741,-0.00596983339483764
-6,-0.685930981810643,0.0135004938433243,-0.00368335416592227
-5.42857142857143,-0.629454437637824,0.0120536179226337,-0.00136984695722885
-4.85714285714286,-0.57244891844919,0.0109222748899571,0.000868476999969671
-4.28571428571429,-0.515277542193177,0.00992673858131232,0.0030049055961565
-3.71428571428571,-0.458609966795395,0.00894491870970935,0.00502948413414258
-3.14285714285714,-0.402535265958759,0.00787705938574804,0.00676875133491989
-2.57142857142857,-0.345192665457254,0.00694382087896238,0.00815276052267836
-2,-0.27558661011688,0.00618735392363208,0.00702237240612401
-1.42857142857143,-0.187354460692167,0.00550110206622552,0.00226007840952239
-0.857142857142857,-0.103335727629138,0.00501021109168933,-0.00101853913522322
-0.285714285714286,-0.0318047187828942,0.00477287344087313,-0.00101096738629292
0.285714285714286,0.0318047187849263,0.00477287344621497,0.00101096738559877
0.857142857142857,0.103335727940619,0.00501021111264662,0.00101853906520234
1.42857142857143,0.187354461686651,0.00550110211540281,-0.0022600786440314
2,0.275586612624646,0.00618735401389164,-0.00702237300830904
2.57142857142857,0.345192662875055,0.0069438209737063,-0.00815276003414899
3.14285714285714,0.402535263836618,0.00787705949809109,-0.00676875091264142
3.71428571428571,0.458609965299971,0.00894491884630716,-0.00502948381856846
4.28571428571429,0.515277541372032,0.00992673874016897,-0.00300490539486838
4.85714285714286,0.572448918229994,0.0109222750764148,-0.000868476897490242
5.42857142857143,0.629454438150895,0.0120536181354551,0.00136984694819196
6,0.685930983185626,0.0135004940962109,0.00368335402752369
6.57142857142857,0.742243965229428,0.0152399967656719,0.00596983312706011
7.14285714285714,0.797415466025496,0.0175014637715016,0.00835898447492911
7.71428571428571,0.849321972667938,0.0206498450686456,0.0110590175260215
8.28571428571428,0.888768106788472,0.0260802099964197,0.0145985566446796
8.85714285714286,0.910079873224749,0.0331878109340645,0.0182801151312129
9.42857142857143,0.868361037047013,0.0469360626472028,0.0215529016736728
10,0.813738490414597,0.0643586166301786,0.00840132822374006
10.5714285714286,0.759548872761137,0.0899985430166044,-0.00772753296544181
11.1428571428571,0.722284650495488,0.108247049549632,-0.0164085514574489
11.7142857142857,0.705687978610322,0.122238282954071,-0.0220885359646053
12.2857142857143,0.70196839210857,0.133116153089667,-0.02606828564152
